S.NO|A.NO|COM|O.RANK|C.RANK|MARK|C.CODE|BRANCH|CHOICE NO|A.CATEGORY
5080|140124|BC|7467|4430|181.5|2702|AE|4|OC
5081|121752|BC|7469|4431|181.5|2007|CL|4|BC
5082|212252|BC|7472|4434|181.5|2711|CS|12|OC
5083|123587|BC|7473|4435|181.5|2711|CS|7|OC
5084|240318|BC|7474|4436|181.5|2704|EC|4|OC
5085|178404|BC|7475|4437|181.5|1317|CS|17|BC
5086|197454|BC|7476|4438|181.5|2718|CS|24|BC
5087|208110|MBC/DNC|7478|1276|181.5|2377|EE|3|MBC_DNC
5088|172904|OC|7480|-|181.5|3465|EC|5|OC
5089|135323|BC|7481|4440|181.5|2718|EC|6|OC
5090|107553|BC|7482|4441|181.5|2005|IB|6|OC
5091|150334|MBC/DNC|7484|1277|181.5|2702|CS|1|OC
5092|200891|BC|7486|4443|181.5|0001|MN|51|BC
5093|163068|MBC/DNC|7487|1279|181.5|1315|ME|4|MBC_DNC
5094|167362|BC|7491|4445|181.5|1113|CS|11|BC
5095|130868|MBC/DNC|7493|1282|181.5|0002|CL|15|MBC_DNC
5096|178921|BC|7494|4446|181.5|2025|CS|5|OC
5097|170920|OC|7496|-|181.5|2006|PR|14|OC
5098|149689|MBC/DNC|7498|1283|181.5|1304|CS|12|OC
5099|103877|BC|7500|4448|181.5|2712|EE|15|BC
5100|102788|BCM|7501|237|181.5|2005|EE|8|BCM
5101|234917|BC|7502|4449|181.5|2005|EI|6|BC
5102|127159|BC|7504|4451|181.5|4960|EC|1|OC
5103|197137|MBC/DNC|7506|1285|181.5|2712|CS|2|MBC_DNC
5104|133581|MBC/DNC|7507|1286|181.5|2622|CH|1|OC
5105|175473|BC|7508|4452|181.5|4965|EC|1|OC
5106|199562|BC|7509|4453|181.5|2618|EE|1|OC
5107|151213|BC|7510|4454|181.5|2718|CS|10|BC
5108|166629|BC|7513|4457|181.5|5901|EC|1|BC
5109|208019|OC|7514|-|181.5|2711|CS|23|OC
5110|164022|MBC/DNC|7515|1287|181.5|1219|CS|16|MBC_DNC
5111|163007|MBC/DNC|7516|1288|181.5|2006|RA|11|MBC_DNC
5112|192326|SC|7517|291|181.5|1315|EC|4|SC
5113|160735|BC|7518|4458|181.5|0004|AS|2|BC
5114|144473|BC|7519|4459|181.5|1317|CS|4|BC
5115|171781|MBC/DNC|7523|1290|181.5|2712|IT|8|MBC_DNC
5116|182422|BC|7524|4461|181.5|1219|MR|1|OC
5117|223945|BC|7525|4462|181.5|2712|MC|6|OC
5118|126395|BC|7526|4463|181.5|1113|EC|11|OC
5119|212898|SC|7527|292|181.5|1315|EC|4|SC
5120|101798|OC|7528|-|181.5|1304|CS|3|OC
5121|247891|BC|7529|4464|181.5|2005|ME|15|BC
5122|128799|MBC/DNC|7534|1291|181.5|2610|EC|1|OC
5123|140223|BC|7536|4468|181.5|2718|CS|2|BC
5124|197340|BC|7537|4469|181.5|2005|IB|3|OC
5125|235880|BC|7539|4471|181.5|2712|EE|26|BC
5126|101895|BC|7540|4472|181.25|2618|ME|1|OC
5127|170537|MBC/DNC|7541|1293|181.25|3011|EC|4|OC
5128|185959|BC|7542|4473|181.25|5008|MG|1|OC
5129|227866|MBC/DNC|7543|1294|181.25|5008|EE|5|MBC_DNC
5130|242982|BC|7545|4475|181.25|2719|BM|7|OC
5131|183762|BC|7546|4476|181.25|3819|EC|7|OC
5132|225280|BC|7551|4479|181.25|2719|EC|8|OC
5133|162810|MBC/DNC|7554|1298|181.25|2006|TX|1|MBC_DNC
5134|207310|SC|7556|293|181.25|0001|EM|2|SC
5135|237729|ST|7558|7|181.25|0001|IM|1|ST
5136|124653|BC|7559|4482|181.25|0002|PP|10|OC
5137|232396|BC|7560|4483|181.25|5008|MF|7|BC
5138|202873|MBC/DNC|7563|1300|181.25|5008|IM|5|MBC_DNC
5139|124607|BC|7565|4486|181|2718|CS|4|BC
5140|201688|BC|7566|4487|181|2718|EE|2|OC
5141|235723|MBC/DNC|7567|1301|181|1315|CE|8|MBC_DNC
5142|141746|BC|7571|4490|181|2718|CS|17|BC
5143|108083|MBC/DNC|7573|1302|181|1317|CS|6|MBC_DNC
5144|132716|BC|7574|4491|181|2711|CS|4|OC
5145|142786|BC|7576|4493|181|2622|ME|1|OC
5146|147927|MBC/DNC|7577|1303|181|2712|EC|4|MBC_DNC
5147|160991|BC|7579|4495|181|2712|EE|14|BC
5148|135748|MBC/DNC|7581|1304|181|1210|CS|9|OC
5149|186390|OC|7582|-|181|1211|CS|7|OC
5150|238070|BC|7584|4498|181|2006|IY|23|BC
5151|168107|BCM|7586|240|181|1313|BM|1|OC
5152|189603|MBC/DNC|7587|1305|181|1315|EE|14|MBC_DNC
5153|141551|MBC/DNC|7590|1306|181|0001|XM|1|OC
5154|179401|BC|7592|4502|181|1211|CS|11|OC
5155|139419|BCM|7593|241|181|1315|BM|20|BCM
5156|123912|MBC/DNC|7595|1308|181|0001|MA|8|MBC_DNC
5157|131346|BC|7597|4504|181|1317|CS|27|BC
5158|250999|BC|7598|4505|181|2711|EC|1|OC
5159|188332|MBC/DNC|7599|1309|181|2712|CS|7|MBC_DNC
5160|166078|OC|7601|-|181|1309|CS|9|OC
5161|102324|BC|7602|4506|181|2718|CS|8|BC
5162|120785|OC|7604|-|181|5008|MG|44|OC
5163|164645|BC|7605|4507|181|2704|CS|5|OC
5164|164917|BC|7606|4508|181|3826|EE|1|OC
5165|201756|BC|7607|4509|181|2704|CS|22|OC
5166|102415|BC|7608|4510|181|5010|CS|2|OC
5167|160961|BC|7609|4511|181|2007|CL|13|BC
5168|128429|BC|7610|4512|181|5008|MG|1|OC
5169|127541|SC|7611|296|181|2006|ME|4|SC
5170|182966|BC|7613|4513|181|2712|EE|6|BC
5171|130155|MBC/DNC|7614|1311|181|5008|EE|6|MBC_DNC
5172|136325|OC|7616|-|181|2712|IG|11|OC
5173|101832|BC|7617|4514|181|2005|ME|2|BC
5174|158995|SC|7619|297|181|1516|CE|5|OC
5175|165532|BC|7620|4515|181|5008|CE|5|BC
5176|232804|BC|7621|4516|181|1210|CS|9|OC
5177|152785|BC|7622|4517|181|0001|MN|5|BC
5178|208988|BC|7623|4518|181|2005|ME|19|BC
5179|188624|SCA|7624|24|181|2006|CE|1|SCA
5180|165085|BC|7625|4519|181|2702|CS|11|OC
5181|154834|BC|7626|4520|181|4980|CS|1|OC
5182|103849|OC|7627|-|181|5986|CS|8|OC
5183|203549|BC|7629|4521|181|2006|AS|1|OC
5184|126262|MBC/DNC|7631|1313|181|1315|ME|7|MBC_DNC
5185|162543|BC|7634|4525|181|1315|CE|9|BC
5186|123026|BC|7636|4527|181|2712|MC|17|OC
5187|242835|BC|7638|4529|181|1419|CS|1|BC
5188|122823|MBC/DNC|7640|1315|181|2377|EC|14|MBC_DNC
5189|142514|BC|7641|4530|181|2712|EE|11|BC
5190|119748|MBC/DNC|7642|1316|181|2005|EI|14|MBC_DNC
5191|105190|OC|7644|-|181|3465|EC|1|OC
5192|120023|BCM|7645|242|181|5008|EM|12|BCM
5193|163673|BC|7646|4532|181|5008|MF|2|BC
5194|104998|BC|7648|4533|181|2005|EI|26|BC
5195|177107|BC|7649|4534|181|2005|ME|13|BC
5196|181046|BC|7650|4535|181|2025|CS|9|OC
5197|160729|BC|7651|4536|181|2718|EC|7|OC
5198|165300|BC|7652|4537|181|5901|CS|31|BC
5199|185506|BC|7653|4538|181|2711|CS|1|OC
5200|180060|MBC/DNC|7654|1317|181|1315|BM|4|MBC_DNC
5201|162534|BC|7655|4539|181|2005|ME|11|BC
5202|180954|BC|7656|4540|181|1219|ME|2|OC
5203|133518|BC|7657|4541|181|0004|AS|7|BC
5204|102673|OC|7658|-|181|2739|CS|5|OC
5205|206349|MBC/DNC|7659|1318|181|2007|ME|4|MBC_DNC
5206|136908|BC|7660|4542|181|2006|TX|6|BC
5207|124491|BC|7661|4543|181|2718|CS|16|BC
5208|150699|SC|7662|298|181|1315|EC|8|SC
5209|150044|BC|7663|4544|181|2006|AS|8|OC
5210|105618|BC|7665|4546|181|1419|CS|7|BC
5211|169120|MBC/DNC|7666|1319|181|2620|EE|1|OC
5212|148934|BCM|7667|243|181|4974|EC|7|OC
5213|159015|MBC/DNC|7668|1320|181|0004|AS|5|MBC_DNC
5214|126250|OC|7670|-|181|5901|ME|1|OC
5215|170073|BC|7671|4548|181|4954|EC|1|OC
5216|136368|BC|7672|4549|181|2718|CS|10|BC
5217|173038|BC|7674|4551|181|2712|BT|6|OC
5218|161745|BC|7675|4552|181|0002|PM|7|OC
5219|180124|BC|7676|4553|181|2712|EE|24|BC
5220|193301|BC|7677|4554|181|2718|CS|18|BC
5221|206694|BC|7678|4555|181|2711|EC|4|OC
5222|108267|OC|7679|-|181|1304|EC|1|OC
5223|191737|MBC/DNC|7680|1321|181|0004|AU|5|MBC_DNC
5224|213102|BC|7681|4556|181|0004|PR|8|BC
5225|123582|BCM|7682|244|181|0001|PT|4|OC
5226|191730|MBC/DNC|7684|1322|181|2712|CS|14|MBC_DNC
5227|203666|MBC/DNC|7686|1323|181|2712|EC|7|MBC_DNC
5228|191812|SC|7688|299|181|0001|EM|2|SC
5229|210669|BC|7691|4562|181|1219|CH|14|OC
5230|108117|BC|7692|4563|181|1211|CS|9|OC
5231|103120|MBC/DNC|7693|1324|181|2006|MT|12|MBC_DNC
5232|130885|MBC/DNC|7694|1325|181|5008|CM|13|MBC_DNC
5233|240491|BC|7695|4564|181|2005|IB|4|OC
5234|133143|MBC/DNC|7698|1328|181|2723|EC|1|OC
5235|185835|BC|7699|4565|181|2025|EC|2|OC
5236|186594|BCM|7700|245|181|1219|CS|17|BCM
5237|144452|SC|7701|300|181|1315|CE|3|SC
5238|207358|BC|7702|4566|181|2718|CS|15|BC
5239|192975|BC|7703|4567|181|2706|EC|5|OC
5240|211982|BC|7704|4568|181|2712|EE|28|BC
5241|186318|BC|7705|4569|181|2615|EE|16|OC
5242|236244|MBC/DNC|7707|1330|181|1401|ME|1|OC
5243|105707|MBC/DNC|7708|1331|181|1219|EC|15|MBC_DNC
5244|196966|BC|7709|4570|181|2718|CS|11|BC
5245|208014|MBC/DNC|7711|1332|181|2005|ME|4|MBC_DNC
5246|165337|BC|7712|4572|181|2726|EC|6|OC
5247|123697|BC|7713|4573|181|1233|EE|1|OC
5248|192353|BC|7714|4574|181|2006|FY|1|OC
5249|102901|MBC/DNC|7715|1333|181|0002|IB|2|MBC_DNC
5250|139614|SC|7717|301|181|1315|CS|1|SC
5251|176782|SC|7718|302|181|0001|EM|4|SC
5252|160650|MBC/DNC|7719|1334|181|2007|CE|9|MBC_DNC
5253|124141|BC|7720|4576|181|0001|MN|3|BC
5254|193824|BC|7721|4577|181|2007|MF|18|BC
5255|171471|BC|7723|4579|181|0001|MA|23|BC
5256|224404|BC|7724|4580|181|2718|IT|17|OC
5257|121726|BC|7725|4581|181|2723|EC|1|OC
5258|210450|BC|7726|4582|181|3465|EE|2|OC
5259|181767|BC|7727|4583|181|2007|MF|21|BC
5260|202817|MBC/DNC|7728|1335|181|2007|EY|21|MBC_DNC
5261|230702|BC|7730|4585|181|2622|ME|1|OC
5262|179768|OC|7732|-|181|1211|EC|16|OC
5263|138145|BC|7734|4587|181|1219|EE|8|OC
5264|160090|BC|7736|4589|181|0004|PR|2|BC
5265|128974|MBC/DNC|7738|1336|181|2377|EC|14|MBC_DNC
5266|188439|BC|7739|4590|181|2711|EC|12|OC
5267|123455|OC|7740|-|181|2712|ME|8|OC
5268|231560|SC|7741|303|181|2006|CE|7|SC
5269|124795|BC|7744|4593|181|2005|CE|2|OC
5270|152309|BC|7746|4595|181|4974|EC|18|OC
5271|192613|BC|7747|4596|181|0001|MA|9|BC
5272|173291|MBC/DNC|7749|1337|181|1309|EC|6|OC
5273|205082|BC|7750|4598|181|2357|EC|1|OC
5274|155874|BC|7752|4600|181|2712|EE|11|BC
5275|146776|MBC/DNC|7753|1338|181|0001|IE|2|MBC_DNC
5276|120325|BC|7754|4601|181|2357|CS|8|OC
5277|105424|BC|7755|4602|181|2702|CS|5|OC
5278|205069|BC|7756|4603|181|1149|EC|24|OC
5279|104658|BC|7757|4604|181|2005|CE|8|OC
5280|128988|BC|7758|4605|181|2615|CE|1|OC
5281|136064|BC|7759|4606|181|1113|CS|7|BC
5282|122457|BC|7761|4608|181|4960|EC|6|OC
5283|189778|BC|7762|4609|181|1113|EC|3|OC
5284|187425|MBC/DNC|7763|1339|181|2712|CS|4|MBC_DNC
5285|167886|OC|7767|-|181|1113|EC|16|OC
5286|134677|MBC/DNC|7768|1340|181|0005|EC|7|OC
5287|212645|BC|7770|4612|181|2007|MF|16|BC
5288|166982|MBC/DNC|7773|1342|181|2712|EC|10|MBC_DNC
5289|128281|BCM|7774|247|181|2005|EI|2|BCM
5290|177687|BC|7777|4615|181|2006|PR|3|OC
5291|192899|MBC/DNC|7779|1343|181|2615|CS|12|MBC_DNC
5292|245582|BC|7780|4616|181|2718|IT|15|OC
5293|196108|BC|7782|4618|181|2712|ME|15|OC
5294|234771|BC|7783|4619|181|2025|CS|12|OC
5295|100988|BC|7784|4620|181|0004|PR|4|BC
5296|137268|BC|7785|4621|181|2711|IT|1|OC
5297|179230|BC|7786|4622|181|3819|EC|4|OC
5298|177293|BC|7787|4623|181|1113|EC|17|OC
5299|186756|BC|7788|4624|181|2005|IB|4|OC
5300|169874|MBC/DNC|7789|1344|181|0002|CL|15|MBC_DNC
5301|170420|BC|7790|4625|181|1317|CS|10|BC
5302|187261|BC|7791|4626|181|2702|CS|34|OC
5303|126076|BC|7792|4627|181|2005|ME|11|BC
5304|147351|BC|7793|4628|181|1317|CS|7|BC
5305|213423|OC|7795|-|181|2005|CE|3|OC
5306|126969|BC|7797|4630|181|1317|EC|13|OC
5307|170804|SC|7798|304|181|0001|GI|1|SC
5308|154617|BC|7799|4631|181|2357|EC|1|OC
5309|133705|BC|7800|4632|181|2718|IT|7|OC
5310|162300|BC|7801|4633|181|2712|BT|2|OC
5311|247423|BC|7802|4634|181|2615|EE|8|OC
5312|107871|BC|7804|4636|181|2735|EC|1|OC
5313|180164|BC|7805|4637|181|4974|CS|8|OC
5314|165249|OC|7808|-|181|2005|IB|4|OC
5315|139653|BC|7810|4640|181|1112|CS|13|OC
5316|240009|BC|7811|4641|181|0004|PR|7|BC
5317|100390|BC|7812|4642|181|1309|ME|4|OC
5318|196938|BCM|7813|248|181|5008|CE|1|BCM
5319|126698|MBC/DNC|7814|1346|181|2718|EC|3|OC
5320|126351|MBC/DNC|7816|1348|181|2712|EC|6|MBC_DNC
5321|190323|BC|7817|4643|181|2719|CS|13|OC
5322|195935|BC|7822|4646|181|2005|EI|18|BC
5323|162596|BC|7824|4648|181|1399|MC|1|OC
5324|204646|BC|7825|4649|181|2607|BT|1|OC
5325|108661|MBC/DNC|7826|1350|181|2636|CS|1|OC
5326|132737|BC|7827|4650|181|0004|RP|17|OC
5327|124180|BCM|7828|249|181|2712|EC|5|BCM
5328|160279|OC|7833|-|181|1219|CH|3|OC
5329|158321|BC|7834|4653|181|1219|EE|3|OC
5330|137521|MBC/DNC|7837|1354|181|5008|CM|14|MBC_DNC
5331|107364|MBC/DNC|7838|1355|181|2712|EC|4|MBC_DNC
5332|223525|BC|7839|4654|181|2718|IT|22|OC
5333|162183|MBC/DNC|7841|1356|181|5008|CM|26|MBC_DNC
5334|151320|BCM|7842|250|181|0004|AS|16|BCM
5335|249995|OC|7844|-|181|1304|CS|3|OC
5336|101778|BC|7846|4658|181|5901|EE|21|OC
5337|120354|MBC/DNC|7847|1357|181|1399|BM|1|OC
5338|170138|BC|7848|4659|181|2718|IT|7|OC
5339|123459|BC|7850|4661|181|1113|CS|9|BC
5340|164587|MBC/DNC|7851|1358|181|2711|EC|1|OC
5341|193756|MBC/DNC|7853|1359|181|4960|CS|2|OC
5342|209045|BC|7859|4665|181|5901|CS|14|BC
5343|108308|BC|7860|4666|181|5901|EC|19|BC
5344|164848|BC|7861|4667|181|2622|BT|1|OC
5345|202908|BC|7862|4668|181|2607|EE|1|OC
5346|150006|BC|7863|4669|181|1211|EC|4|OC
5347|106917|BC|7864|4670|181|2711|IT|1|OC
5348|223511|BCM|7866|251|181|2007|CH|2|BCM
5349|129185|MBC/DNC|7869|1361|181|2712|CS|10|MBC_DNC
5350|184314|OC|7872|-|181|0002|CR|27|OC
5351|119654|OC|7874|-|181|1211|EC|6|OC
5352|163078|BC|7876|4674|181|1315|CE|7|BC
5353|140198|BC|7883|4676|181|1113|CS|11|BC
5354|140099|BC|7884|4677|181|1219|BT|4|BC
5355|191880|BC|7887|4680|181|0001|PT|4|OC
5356|194115|BC|7888|4681|181|2005|ME|18|BC
5357|201634|BC|7889|4682|181|5008|CE|29|BC
5358|212483|MBC/DNC|7890|1364|180.75|1113|CS|23|MBC_DNC
5359|191081|BC|7893|4684|180.75|1113|CS|19|BC
5360|155493|OC|7894|-|180.75|2006|AS|4|OC
5361|164272|SC|7895|306|180.75|1026|EC|3|OC
5362|197829|BC|7896|4685|180.75|2345|EC|1|OC
5363|198430|BC|7900|4688|180.75|2711|EC|9|OC
5364|241106|BC|7901|4689|180.75|2006|PR|35|OC
5365|229645|MBC/DNC|7902|1366|180.75|4974|CS|1|OC
5366|189121|BC|7903|4690|180.75|2712|EI|10|OC
5367|179304|BC|7904|4691|180.75|0001|XM|7|OC
5368|193967|SC|7905|307|180.75|0004|MF|2|SC
5369|209440|MBC/DNC|7908|1367|180.75|2005|CE|2|OC
5370|179760|BC|7911|4694|180.67|5901|EC|4|BC
5371|163923|BC|7912|4695|180.5|1113|CS|13|BC
5372|231412|BC|7913|4696|180.5|2719|EC|5|OC
5373|237265|BC|7914|4697|180.5|2711|EC|1|OC
5374|142106|OC|7915|-|180.5|2712|ME|34|OC
5375|171792|BC|7916|4698|180.5|2615|EE|8|OC
5376|191864|OC|7920|-|180.5|1399|CS|2|OC
5377|174986|BC|7921|4702|180.5|2711|CS|8|OC
5378|185781|MBC/DNC|7922|1368|180.5|2615|MT|2|OC
5379|239899|BC|7923|4703|180.5|0002|TX|1|OC
5380|147065|BC|7924|4704|180.5|2718|IT|5|OC
5381|183382|BC|7926|4705|180.5|2718|EC|38|OC
5382|133033|OC|7927|-|180.5|0005|CE|3|OC
5383|172535|BC|7928|4706|180.5|2007|CE|13|BC
5384|156768|BC|7930|4707|180.5|2006|TX|6|BC
5385|101744|BCM|7932|252|180.5|5008|CM|22|BCM
5386|141641|MBC/DNC|7933|1371|180.5|2006|MF|6|MBC_DNC
5387|173723|OC|7934|-|180.5|3011|CS|16|OC
5388|154259|BC|7935|4708|180.5|2718|IT|32|OC
5389|103806|BC|7936|4709|180.5|2712|MC|2|OC
5390|155076|BC|7937|4710|180.5|2718|EC|7|OC
5391|198994|BC|7939|4711|180.5|1399|CS|2|OC
5392|180403|SC|7940|311|180.5|1315|CE|2|SC
5393|137899|BC|7941|4712|180.5|1210|CS|3|OC
5394|201546|BC|7944|4714|180.5|1219|EE|13|OC
5395|172747|BC|7946|4716|180.5|2006|TX|4|BC
5396|194298|BC|7947|4717|180.5|2711|EC|1|OC
5397|210814|BC|7949|4719|180.5|1219|BT|2|BC
5398|119482|MBC/DNC|7951|1373|180.5|1516|CS|4|OC
5399|162047|BC|7953|4721|180.5|5901|CS|4|BC
5400|145229|SC|7954|312|180.5|2005|CS|5|SC
5401|174902|BC|7955|4722|180.5|2702|CS|5|OC
5402|120837|BC|7956|4723|180.5|1309|CS|6|BC
5403|134358|BC|7957|4724|180.5|2711|CS|1|OC
5404|206776|BC|7958|4725|180.5|0001|MA|9|BC
5405|164531|BC|7959|4726|180.5|2005|EI|11|BC
5406|122078|BC|7960|4727|180.5|0001|PT|1|OC
5407|191781|MBC/DNC|7961|1374|180.5|5008|EE|16|MBC_DNC
5408|153184|MBC/DNC|7962|1375|180.5|2006|MF|16|MBC_DNC
5409|183186|BC|7963|4728|180.5|4960|EC|13|OC
5410|170156|BC|7965|4730|180.5|1219|ME|4|OC
5411|168862|BC|7966|4731|180.5|3760|EC|1|OC
5412|143772|OC|7968|-|180.5|1304|CS|14|OC
5413|235521|BC|7970|4733|180.5|2622|IT|1|OC
5414|225410|OC|7971|-|180.5|2718|ME|6|OC
5415|167784|BCM|7972|253|180.5|2005|IT|6|BCM
5416|148664|BC|7973|4734|180.5|2711|CS|6|OC
5417|184795|BC|7977|4738|180.5|2615|EE|5|OC
5418|168824|MBC/DNC|7979|1376|180.5|5008|CM|7|MBC_DNC
5419|121526|BC|7980|4740|180.5|2718|EC|6|OC
5420|101046|BC|7981|4741|180.5|0004|PR|6|BC
5421|180693|BCM|7982|254|180.5|1118|BM|1|OC
5422|167822|BC|7984|4743|180.5|2005|EI|18|BC
5423|204066|BC|7985|4744|180.5|2718|EC|10|OC
5424|195374|BC|7986|4745|180.5|2005|ME|3|BC
5425|104021|SC|7989|313|180.5|0001|IM|2|SC
5426|196335|BCM|7991|255|180.5|2718|CS|7|BCM
5427|182698|BC|7992|4748|180.5|2718|IT|10|OC
5428|194646|BC|7993|4749|180.5|1321|PA|5|OC
5429|204383|MBC/DNC|7994|1378|180.5|2620|BT|1|OC
5430|107798|MBC/DNC|7995|1379|180.5|1316|CS|16|OC
5431|124800|BC|7996|4750|180.5|2702|EE|16|OC
5432|142434|MBC/DNC|7997|1380|180.5|5901|CE|1|OC
5433|121342|BC|7998|4751|180.5|2702|EC|1|OC
5434|132071|BC|7999|4752|180.5|5901|CS|10|BC
5435|105874|BC|8000|4753|180.5|1231|CS|19|OC
5436|123083|BC|8001|4754|180.5|1317|CS|19|BC
5437|165192|BC|8003|4755|180.5|2739|CS|1|OC
5438|192046|BC|8005|4757|180.5|1219|EE|8|OC
5439|103300|BC|8007|4759|180.5|5008|MF|13|BC
5440|183441|BC|8008|4760|180.5|0002|PP|1|OC
5441|206979|BC|8009|4761|180.5|0001|MN|8|BC
5442|173012|BC|8011|4762|180.5|2722|CS|30|OC
5443|150312|BC|8012|4763|180.5|1219|EE|34|OC
5444|184324|MBC/DNC|8013|1383|180.5|2711|IT|9|OC
5445|184783|BCM|8015|256|180.5|2007|CH|4|BCM
5446|129470|OC|8019|-|180.5|5904|EI|1|OC
5447|150899|BC|8022|4769|180.5|1317|CH|2|OC
5448|194489|BC|8023|4770|180.5|2739|EC|1|OC
5449|123405|BC|8024|4771|180.5|0002|PP|9|OC
5450|143151|BC|8026|4773|180.5|1219|EE|14|OC
5451|128695|BC|8027|4774|180.5|2005|EI|24|BC
5452|123285|BC|8030|4776|180.5|2712|MC|14|OC
5453|205799|BC|8031|4777|180.5|2005|ME|7|BC
5454|143589|BC|8032|4778|180.5|2615|MT|3|OC
5455|139994|BC|8035|4780|180.5|2718|IT|7|OC
5456|152247|BC|8036|4781|180.5|2711|CS|1|OC
5457|106960|BC|8037|4782|180.5|5008|CE|6|BC
5458|134370|BC|8038|4783|180.5|1219|CH|18|OC
5459|182004|BC|8039|4784|180.5|1419|CS|12|BC
5460|148160|SC|8041|315|180.5|2006|EE|3|SC
5461|123453|OC|8042|-|180.5|2718|IT|5|OC
5462|144441|BC|8043|4785|180.5|2712|EE|32|BC
5463|130425|BC|8044|4786|180.5|5901|EC|21|BC
5464|175470|MBC/DNC|8045|1386|180.5|0002|LE|5|OC
5465|130331|MBC/DNC|8046|1387|180.5|2603|EC|2|OC
5466|102731|MBC/DNC|8047|1388|180.5|2712|EC|6|MBC_DNC
5467|119446|BC|8049|4788|180.5|2615|EE|16|BC
5468|188520|OC|8050|-|180.5|1317|BT|4|OC
5469|146705|BC|8052|4790|180.5|2722|CS|14|OC
5470|135553|BC|8053|4791|180.5|2711|CS|9|OC
5471|167293|BC|8055|4793|180.5|2005|ME|2|BC
5472|158635|BC|8056|4794|180.5|2718|EC|19|OC
5473|224374|BC|8057|4795|180.5|3011|PH|3|OC
5474|205758|BC|8058|4796|180.5|2702|CS|1|OC
5475|189096|BC|8059|4797|180.5|2702|EC|3|OC
5476|179819|MBC/DNC|8060|1389|180.5|2615|EC|5|MBC_DNC
5477|103459|MBC/DNC|8062|1390|180.5|1219|CS|15|MBC_DNC
5478|172791|BC|8063|4799|180.5|2718|IT|10|OC
5479|132849|BC|8064|4800|180.5|1113|CS|17|BC
5480|183141|BC|8065|4801|180.5|5986|CS|6|OC
5481|156687|BC|8066|4802|180.5|2708|CH|3|OC
5482|104770|BC|8067|4803|180.5|1321|PA|1|OC
5483|229927|BC|8068|4804|180.5|2712|BT|2|OC
5484|180494|SC|8069|316|180.5|0004|EI|8|SC
5485|122091|MBC/DNC|8070|1391|180.5|5008|IM|29|MBC_DNC
5486|156827|BC|8071|4805|180.5|2711|CS|12|OC
5487|204863|BC|8072|4806|180.5|2006|PS|19|OC
5488|105336|OC|8075|-|180.5|1219|ME|4|OC
5489|179999|BC|8076|4808|180.5|4678|EE|1|OC
5490|157973|BC|8077|4809|180.5|1116|CS|8|OC
5491|156406|BC|8079|4811|180.5|2005|ME|16|BC
5492|147602|MBC/DNC|8081|1393|180.5|1315|CE|2|MBC_DNC
5493|238412|BC|8082|4812|180.5|5901|CS|25|BC
5494|149525|BC|8083|4813|180.5|2005|ME|11|BC
5495|196900|BC|8084|4814|180.5|2711|EC|22|OC
5496|165800|BC|8085|4815|180.5|2711|EC|3|OC
5497|173830|MBC/DNC|8088|1394|180.5|1405|EE|1|OC
5498|250508|OC|8091|-|180.5|3011|PC|2|OC
5499|142324|BC|8092|4820|180.5|2711|CS|24|OC
5500|140988|OC|8093|-|180.5|1304|CS|10|OC
5501|121442|OC|8094|-|180.5|0001|PT|10|OC
5502|163451|OC|8095|-|180.5|2718|EC|12|OC
5503|147238|MBC/DNC|8097|1395|180.5|2615|CS|7|MBC_DNC
5504|130023|BC|8099|4823|180.5|0001|MN|9|BC
5505|200683|BC|8100|4824|180.5|2620|EC|1|OC
5506|102271|BC|8101|4825|180.5|2615|EE|22|BC
5507|131027|BC|8102|4826|180.5|5901|EC|2|BC
5508|180521|BC|8103|4827|180.5|0004|AS|17|BC
5509|179150|MBC/DNC|8104|1396|180.5|1317|CS|14|MBC_DNC
5510|201482|MBC/DNC|8105|1397|180.5|0001|MI|4|MBC_DNC
5511|173028|BC|8106|4828|180.5|2712|IG|19|OC
5512|224829|BC|8107|4829|180.5|2622|ME|1|OC
5513|131688|BC|8108|4830|180.5|2005|IB|1|OC
5514|102916|BC|8109|4831|180.5|2712|EE|44|BC
5515|158421|OC|8110|-|180.5|1118|EC|1|OC
5516|101452|BCM|8112|257|180.5|1219|EC|14|BCM
5517|198025|BC|8113|4833|180.5|1219|EE|37|OC
5518|163837|BC|8114|4834|180.5|4960|CS|8|OC
5519|164179|BC|8115|4835|180.5|1113|CS|9|BC
5520|126058|BC|8116|4836|180.5|1219|ME|4|BC
5521|184015|BCM|8118|258|180.5|2615|CS|10|BCM
5522|154745|MBC/DNC|8119|1399|180.5|3011|ME|1|OC
5523|146852|MBC/DNC|8120|1400|180.5|5901|CS|4|MBC_DNC
5524|180250|BC|8122|4837|180.5|2710|IT|6|OC
5525|185239|MBC/DNC|8123|1402|180.5|1118|CE|1|OC
5526|141291|BC|8124|4838|180.5|2615|EE|26|BC
5527|121259|OC|8125|-|180.5|2718|IT|26|OC
5528|208647|BC|8126|4839|180.5|2711|CS|8|OC
5529|104371|MBC/DNC|8128|1403|180.5|1315|CH|8|MBC_DNC
5530|163557|MBC/DNC|8129|1404|180.5|5008|IM|8|MBC_DNC
5531|159901|OC|8130|-|180.5|1219|EE|7|OC
5532|173554|BC|8131|4840|180.5|2711|CS|19|OC
5533|186484|BC|8132|4841|180.5|1219|ME|13|BC
5534|127110|BC|8133|4842|180.5|2711|CS|12|OC
